DATE,TITLE,ARTIST,,LOCKDOWN,WEEK,TOTALWEEKS,PLAYS
3/9/20,"I Shine, U Shine by Rimon",Rimon,"I Shine, U Shine",2,8,14,3
3/9/20,Intro~ by Mild Orange,Mild Orange,Intro~,2,8,14,3
4/9/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,8,14,5
4/9/20,La Lune by King Krule,King Krule,La Lune,2,8,14,7
4/9/20,LEAP! by Souly Had,Souly Had,LEAP!,2,8,14,3
3/9/20,living single by JPEGMAFIA,JPEGMAFIA,living single,2,8,14,4
4/9/20,Lucy by Still Woozy,Still Woozy,Lucy,2,8,14,7
4/9/20,Man by JoJo,JoJo,Man,2,8,14,4
31/8/20,Mind Fields by No Vacation,No Vacation,Mind Fields,2,8,14,3
3/9/20,Moon Undah Water by Puma Blue,Puma Blue,Moon Undah Water,2,8,14,3
3/9/20,Movie by Tom Misch,Tom Misch,Movie,2,8,14,3
4/9/20,Natural's Not In It by Gang of Four,Gang of Four,Natural's Not In It,2,8,14,6
4/9/20,O.T.D. by Brad stank,Brad stank,O.T.D.,2,8,14,7
3/9/20,Off and On by SALES,SALES,Off and On,2,8,14,6
4/9/20,oh baby by LCD Soundsystem,LCD Soundsystem,oh baby,2,8,14,15
4/9/20,Olympic by French 79,French 79,Olympic,2,8,14,6
3/9/20,Oops (Oh My) [feat. Missy Elliott] by Tweet,Tweet,Oops (Oh My) [feat. Missy Elliott],2,8,14,3
4/9/20,Open by Rhye,Rhye,Open,2,8,14,6
3/9/20,Out Getting Ribs by King Krule,King Krule,Out Getting Ribs,2,8,14,3
31/8/20,Out Of My Way by Rimon,Rimon,Out Of My Way,2,8,14,4
3/9/20,Parking Lot by Anderson .Paak,Anderson .Paak,Parking Lot,2,8,14,4
4/9/20,Poison by Brent Faiyaz,Brent Faiyaz,Poison,2,8,14,5
3/9/20,Purple Tuesday (feat. Joey Bada$$ & Jesse Boykins III) by Rejjie Snow,Rejjie Snow,Purple Tuesday (feat. Joey Bada$$ & Jesse Boykins III),2,8,14,3
4/9/20,Rainy Day Loop by SALES,SALES,Rainy Day Loop,2,8,14,9
4/9/20,Reach Us by Moon Monsoon,Moon Monsoon,Reach Us,2,8,14,7
4/9/20,Ronson Princess by Clarence James,Clarence James,Ronson Princess,2,8,14,5
3/9/20,Sarah by Alex G,Alex G,Sarah,2,8,14,3
4/9/20,Shea Butter Baby (with J. Cole) by Ari Lennox,Ari Lennox,Shea Butter Baby (with J. Cole),2,8,14,8
3/9/20,Show Me How by Men I Trust,Men I Trust,Show Me How,2,8,14,3
4/9/20,Shut Up Kiss Me by Angel Olsen,Angel Olsen,Shut Up Kiss Me,2,8,14,3
31/8/20,Some Feeling by Mild Orange,Mild Orange,Some Feeling,2,8,14,3
4/9/20,Song for You by Rhye,Rhye,Song for You,2,8,14,4
3/9/20,Stay Flo by Solange,Solange,Stay Flo,2,8,14,5
3/9/20,Still Don't Know My Name by Labrinth,Labrinth,Still Don't Know My Name,2,8,14,3
2/9/20,Sugar for the Pill by Slowdive,Slowdive,Sugar for the Pill,2,8,14,3
3/9/20,Take Care of You (feat. Syd) by Charlotte Day Wilson,Charlotte Day Wilson,Take Care of You (feat. Syd),2,8,14,5
3/9/20,The Festival (feat. Little Dragon) by Mac Miller,Mac Miller,The Festival (feat. Little Dragon),2,8,14,3
4/9/20,Trajectory by FELIVAND,FELIVAND,Trajectory,2,8,14,10
4/9/20,Unreal by Julia Stone,Julia Stone,Unreal,2,8,14,4
30/8/20,Wait a Minute! by Willow,Willow,Wait a Minute!,2,8,14,3
4/9/20,What Once Was by Her's,Her's,What Once Was,2,8,14,3
4/9/20,White Gloves by Khruangbin,Khruangbin,White Gloves,2,8,14,3
4/9/20,White Jeans by SALES,SALES,White Jeans,2,8,14,10
4/9/20,Wicked Dreams by Rhye,Rhye,Wicked Dreams,2,8,14,4
9/9/20,23 by Rejjie Snow,Rejjie Snow,23,2,9,15,4
8/9/20,Судно (Борис Рижий) by Molchat Doma,Molchat Doma,_____ (_____ _____),2,9,15,3
10/9/20,((home movie: rockets)) by Glass Animals,Glass Animals,((home movie: rockets)),2,9,15,3
10/9/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,9,15,5
10/9/20,1999 WILDFIRE by BROCKHAMPTON,BROCKHAMPTON,1999 WILDFIRE,2,9,15,7
11/9/20,3 Days by Rhye,Rhye,3 Days,2,9,15,5
11/9/20,All For Us - from the HBO Original Series Euphoria by Labrinth,Labrinth,All For Us - from the HBO Original Series Euphoria,2,9,15,3
9/9/20,All I Do Is Think About You by poloshirt,poloshirt,All I Do Is Think About You,2,9,15,6
9/9/20,All I Want by Moon Monsoon,Moon Monsoon,All I Want,2,9,15,5
9/9/20,Another Weekend by Ariel Pink,Ariel Pink,Another Weekend,2,9,15,3
11/9/20,Baby Blue by King Krule,King Krule,Baby Blue,2,9,15,6
11/9/20,Baby It's You by London Grammar,London Grammar,Baby It's You,2,9,15,5
11/9/20,Be Mine by Amandla Stenberg,Amandla Stenberg,Be Mine,2,9,15,6
11/9/20,Blood of the Fang by clipping.,clipping.,Blood of the Fang,2,9,15,4
10/9/20,Blue Train Lines by Mount Kimbie,Mount Kimbie,Blue Train Lines,2,9,15,5
10/9/20,Breeze by Slow Corpse,Slow Corpse,Breeze,2,9,15,7
11/9/20,C U Girl by Steve Lacy,Steve Lacy,C U Girl,2,9,15,3
8/9/20,Cellular by King Krule,King Krule,Cellular,2,9,15,3
11/9/20,Ceremony - Version 1; 2016 Remaster by New Order,New Order,Ceremony - Version 1; 2016 Remaster,2,9,15,10
11/9/20,Cherry Blossom by Raury,Raury,Cherry Blossom,2,9,15,7
11/9/20,Come Over by The Internet,The Internet,Come Over,2,9,15,3
11/9/20,Cool Blue by The Japanese House,The Japanese House,Cool Blue,2,9,15,6
9/9/20,Crazy For You by Slowdive,Slowdive,Crazy For You,2,9,15,6
10/9/20,DARE by Gorillaz,Gorillaz,DARE,2,9,15,5
11/9/20,Dark Red by Steve Lacy,Steve Lacy,Dark Red,2,9,15,3
9/9/20,Days Go By by Men I Trust,Men I Trust,Days Go By,2,9,15,6
11/9/20,Diddy Bop (feat. Cam O'bi & Raury) by Noname,Noname,Diddy Bop (feat. Cam O'bi & Raury),2,9,15,5
10/9/20,Doorman by slowthai,slowthai,Doorman,2,9,15,3
9/9/20,Dreams - 2004 Remaster by Fleetwood Mac,Fleetwood Mac,Dreams - 2004 Remaster,2,9,15,3
9/9/20,Easy Easy by King Krule,King Krule,Easy Easy,2,9,15,4
9/9/20,Emergency Blimp by King Krule,King Krule,Emergency Blimp,2,9,15,3
11/9/20,Empty Words by Bowery Electric,Bowery Electric,Empty Words,2,9,15,5
11/9/20,Flirting In Space by Brad stank,Brad stank,Flirting In Space,2,9,15,7
11/9/20,Foldin Clothes by J. Cole,J. Cole,Foldin Clothes,2,9,15,3
10/9/20,Forever Dolphin Love by Connan Mockasin,Connan Mockasin,Forever Dolphin Love,2,9,15,3
7/9/20,Formula by Labrinth,Labrinth,Formula,2,9,15,3
9/9/20,Freak In Me by Mild Orange,Mild Orange,Freak In Me,2,9,15,6
11/9/20,Free The Frail by JPEGMAFIA,JPEGMAFIA,Free The Frail,2,9,15,5
11/9/20,getting it on by SALES,SALES,getting it on,2,9,15,5
8/9/20,Give Me Honey by Dope Lemon,Dope Lemon,Give Me Honey,2,9,15,3
11/9/20,Gold by JoJo,JoJo,Gold,2,9,15,15
10/9/20,Got My Back by Rimon,Rimon,Got My Back,2,9,15,6
11/9/20,Hey by Mild Orange,Mild Orange,Hey,2,9,15,6
11/9/20,Hot Headed by FELIVAND,FELIVAND,Hot Headed,2,9,15,7
10/9/20,Hot Sugar by Glass Animals,Glass Animals,Hot Sugar,2,9,15,3
11/9/20,I Don't Like It Like This by The Radio Dept.,The Radio Dept.,I Don't Like It Like This,2,9,15,7
9/9/20,"I Shine, U Shine by Rimon",Rimon,"I Shine, U Shine",2,9,15,5
9/9/20,Intro~ by Mild Orange,Mild Orange,Intro~,2,9,15,4
8/9/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,9,15,4
9/9/20,La Lune by King Krule,King Krule,La Lune,2,9,15,4
11/9/20,Lay Me Down by Steve Lacy,Steve Lacy,Lay Me Down,2,9,15,3
10/9/20,LEAP! by Souly Had,Souly Had,LEAP!,2,9,15,5
7/9/20,Lemon Firebrigade by Haircut 100,Haircut 100,Lemon Firebrigade,2,9,15,3
10/9/20,Lipstick by Ariel Pink,Ariel Pink,Lipstick,2,9,15,4
9/9/20,living single by JPEGMAFIA,JPEGMAFIA,living single,2,9,15,5
11/9/20,Loner by Kali Uchis,Kali Uchis,Loner,2,9,15,3
10/9/20,Lucy by Still Woozy,Still Woozy,Lucy,2,9,15,5
11/9/20,Man by JoJo,JoJo,Man,2,9,15,17
11/9/20,Misty Frequencies by Che-Fu,Che-Fu,Misty Frequencies,2,9,15,4
6/9/20,Money by Leikeli47,Leikeli47,Money,2,9,15,3
10/9/20,Moon Undah Water by Puma Blue,Puma Blue,Moon Undah Water,2,9,15,4
11/9/20,MSQ No-Extra by Black Marble,Black Marble,MSQ No-Extra,2,9,15,6
11/9/20,Natural's Not In It by Gang of Four,Gang of Four,Natural's Not In It,2,9,15,12
11/9/20,O.T.D. by Brad stank,Brad stank,O.T.D.,2,9,15,3
9/9/20,Ocean Bed by King Krule,King Krule,Ocean Bed,2,9,15,3
9/9/20,Off and On by SALES,SALES,Off and On,2,9,15,6
10/9/20,oh baby by LCD Soundsystem,LCD Soundsystem,oh baby,2,9,15,13
8/9/20,Olympic by French 79,French 79,Olympic,2,9,15,3
10/9/20,Oops (Oh My) [feat. Missy Elliott] by Tweet,Tweet,Oops (Oh My) [feat. Missy Elliott],2,9,15,5
10/9/20,Open by Rhye,Rhye,Open,2,9,15,4
8/9/20,Opus 36 by Dustin O'Halloran,Dustin O'Halloran,Opus 36,2,9,15,3
11/9/20,Out Getting Ribs by King Krule,King Krule,Out Getting Ribs,2,9,15,8
11/9/20,Out Of My Way by Rimon,Rimon,Out Of My Way,2,9,15,3
10/9/20,Pass the Hours by MorMor,MorMor,Pass the Hours,2,9,15,7
10/9/20,Poison by Brent Faiyaz,Brent Faiyaz,Poison,2,9,15,5
7/9/20,Pulling Our Weight by The Radio Dept.,The Radio Dept.,Pulling Our Weight,2,9,15,7
10/9/20,Purple Tuesday (feat. Joey Bada$$ & Jesse Boykins III) by Rejjie Snow,Rejjie Snow,Purple Tuesday (feat. Joey Bada$$ & Jesse Boykins III),2,9,15,9
10/9/20,Rainy Day Loop by SALES,SALES,Rainy Day Loop,2,9,15,6
9/9/20,Reach Us by Moon Monsoon,Moon Monsoon,Reach Us,2,9,15,5
11/9/20,Sara - 2015 Remaster by Fleetwood Mac,Fleetwood Mac,Sara - 2015 Remaster,2,9,15,3
11/9/20,Sarah by Alex G,Alex G,Sarah,2,9,15,11
10/9/20,Say You'll Say So by Geoffrey Landers,Geoffrey Landers,Say You'll Say So,2,9,15,5
10/9/20,Shea Butter Baby (with J. Cole) by Ari Lennox,Ari Lennox,Shea Butter Baby (with J. Cole),2,9,15,5
9/9/20,Show Me How by Men I Trust,Men I Trust,Show Me How,2,9,15,4
11/9/20,Some by Steve Lacy,Steve Lacy,Some,2,9,15,4
8/9/20,Still Don't Know My Name by Labrinth,Labrinth,Still Don't Know My Name,2,9,15,3
11/9/20,Suddenly by Drugdealer,Drugdealer,Suddenly,2,9,15,6
8/9/20,Sugar for the Pill by Slowdive,Slowdive,Sugar for the Pill,2,9,15,6
9/9/20,Sweet Disposition by The Temper Trap,The Temper Trap,Sweet Disposition,2,9,15,3
11/9/20,Take Care of You (feat. Syd) by Charlotte Day Wilson,Charlotte Day Wilson,Take Care of You (feat. Syd),2,9,15,3
9/9/20,The Festival (feat. Little Dragon) by Mac Miller,Mac Miller,The Festival (feat. Little Dragon),2,9,15,5
10/9/20,The Way by Ariana Grande,Ariana Grande,The Way,2,9,15,4
11/9/20,Think About You by JoJo,JoJo,Think About You,2,9,15,27
11/9/20,Trajectory by FELIVAND,FELIVAND,Trajectory,2,9,15,6
10/9/20,Unreal by Julia Stone,Julia Stone,Unreal,2,9,15,17
8/9/20,Unrecovery by Duster,Duster,Unrecovery,2,9,15,3
10/9/20,Waist by Black Grapefruit,Black Grapefruit,Waist,2,9,15,4
11/9/20,Wait a Minute! by Willow,Willow,Wait a Minute!,2,9,15,6
10/9/20,What Ever Happened? by The Strokes,The Strokes,What Ever Happened?,2,9,15,9
11/9/20,What Once Was by Her's,Her's,What Once Was,2,9,15,3
10/9/20,White Jeans by SALES,SALES,White Jeans,2,9,15,7
17/9/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,10,16,4
15/9/20,1999 WILDFIRE by BROCKHAMPTON,BROCKHAMPTON,1999 WILDFIRE,2,10,16,4
18/9/20,air con eden by jerkcurb,jerkcurb,air con eden,2,10,16,11
15/9/20,All I Do Is Think About You by poloshirt,poloshirt,All I Do Is Think About You,2,10,16,4
15/9/20,Another Weekend by Ariel Pink,Ariel Pink,Another Weekend,2,10,16,3
18/9/20,Aquarena Springs by jerkcurb,jerkcurb,Aquarena Springs,2,10,16,14
16/9/20,Baby by Brittany Howard,Brittany Howard,Baby,2,10,16,4
17/9/20,Baby Blue by King Krule,King Krule,Baby Blue,2,10,16,3
14/9/20,Baby It's You by London Grammar,London Grammar,Baby It's You,2,10,16,3
16/9/20,Be Mine by Amandla Stenberg,Amandla Stenberg,Be Mine,2,10,16,3
15/9/20,Blue Train Lines by Mount Kimbie,Mount Kimbie,Blue Train Lines,2,10,16,3
18/9/20,Buzzin by Alina Baraz,Alina Baraz,Buzzin,2,10,16,5
16/9/20,Cherry Blossom by Raury,Raury,Cherry Blossom,2,10,16,4
18/9/20,Devils Catflap by jerkcurb,jerkcurb,Devils Catflap,2,10,16,16
15/9/20,Diddy Bop (feat. Cam O'bi & Raury) by Noname,Noname,Diddy Bop (feat. Cam O'bi & Raury),2,10,16,4
18/9/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,10,16,3
14/9/20,Easy Easy by King Krule,King Krule,Easy Easy,2,10,16,4
17/9/20,Emergency Blimp by King Krule,King Krule,Emergency Blimp,2,10,16,4
15/9/20,Every Day Is A Holiday by Dope Lemon,Dope Lemon,Every Day Is A Holiday,2,10,16,3
18/9/20,Fallin by Alina Baraz,Alina Baraz,Fallin,2,10,16,3
18/9/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,10,16,12
18/9/20,FEELS by Snoh Aalegra,Snoh Aalegra,FEELS,2,10,16,6
18/9/20,getting it on by SALES,SALES,getting it on,2,10,16,4
18/9/20,Gold by JoJo,JoJo,Gold,2,10,16,7
14/9/20,Got My Back by Rimon,Rimon,Got My Back,2,10,16,3
18/9/20,Heartbeat by Raveena,Raveena,Heartbeat,2,10,16,4
14/9/20,Hey by Mild Orange,Mild Orange,Hey,2,10,16,3
18/9/20,Hide Out by Mahalia,Mahalia,Hide Out,2,10,16,6
16/9/20,HOME by BROCKHAMPTON,BROCKHAMPTON,HOME,2,10,16,3
18/9/20,Honeymoon by Mahalia,Mahalia,Honeymoon,2,10,16,3
15/9/20,Hot Headed by FELIVAND,FELIVAND,Hot Headed,2,10,16,4
18/9/20,I Don't Even Know Why Though by Alina Baraz,Alina Baraz,I Don't Even Know Why Though,2,10,16,6
17/9/20,I Don't Like It Like This by The Radio Dept.,The Radio Dept.,I Don't Like It Like This,2,10,16,5
15/9/20,"I Shine, U Shine by Rimon",Rimon,"I Shine, U Shine",2,10,16,3
18/9/20,I Want You Around by Snoh Aalegra,Snoh Aalegra,I Want You Around,2,10,16,12
17/9/20,In My Room by Frank Ocean,Frank Ocean,In My Room,2,10,16,3
18/9/20,Ivy by Frank Ocean,Frank Ocean,Ivy,2,10,16,5
14/9/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,10,16,3
18/9/20,Kiss Of Life by Sade,Sade,Kiss Of Life,2,10,16,7
15/9/20,Live Without Your Love (with Steve Lacy) by Love Regenerator,Love Regenerator,Live Without Your Love (with Steve Lacy),2,10,16,3
14/9/20,Loner by Kali Uchis,Kali Uchis,Loner,2,10,16,3
18/9/20,Man by JoJo,JoJo,Man,2,10,16,9
18/9/20,Midnight Snack by jerkcurb,jerkcurb,Midnight Snack,2,10,16,13
18/9/20,Mind Fields by No Vacation,No Vacation,Mind Fields,2,10,16,4
18/9/20,Morpheus' Arms by jerkcurb,jerkcurb,Morpheus' Arms,2,10,16,14
18/9/20,Night on Earth by jerkcurb,jerkcurb,Night on Earth,2,10,16,12
18/9/20,Nights by Frank Ocean,Frank Ocean,Nights,2,10,16,3
15/9/20,Ocean Bed by King Krule,King Krule,Ocean Bed,2,10,16,3
15/9/20,Off and On by SALES,SALES,Off and On,2,10,16,4
15/9/20,oh baby by LCD Soundsystem,LCD Soundsystem,oh baby,2,10,16,5
14/9/20,Olympic by French 79,French 79,Olympic,2,10,16,3
18/9/20,On Your Own by Jorja Smith,Jorja Smith,On Your Own,2,10,16,3
18/9/20,Oops (Oh My) [feat. Missy Elliott] by Tweet,Tweet,Oops (Oh My) [feat. Missy Elliott],2,10,16,4
14/9/20,Out Getting Ribs by King Krule,King Krule,Out Getting Ribs,2,10,16,3
14/9/20,Read My Mind by Lianne La Havas,Lianne La Havas,Read My Mind,2,10,16,3
18/9/20,Sakura by DeVon Hendryx,DeVon Hendryx,Sakura,2,10,16,16
14/9/20,Say You'll Say So by Geoffrey Landers,Geoffrey Landers,Say You'll Say So,2,10,16,3
18/9/20,SHADOWSHOW by jerkcurb,jerkcurb,SHADOWSHOW,2,10,16,17
15/9/20,Shea Butter Baby (with J. Cole) by Ari Lennox,Ari Lennox,Shea Butter Baby (with J. Cole),2,10,16,3
15/9/20,Show Me How by Men I Trust,Men I Trust,Show Me How,2,10,16,3
18/9/20,Situationship by Snoh Aalegra,Snoh Aalegra,Situationship,2,10,16,3
16/9/20,ST. PERCY by BROCKHAMPTON,BROCKHAMPTON,ST. PERCY,2,10,16,3
15/9/20,Still Don't Know My Name by Labrinth,Labrinth,Still Don't Know My Name,2,10,16,3
18/9/20,Still Dreaming by Raveena,Raveena,Still Dreaming,2,10,16,3
18/9/20,Sugar Snap by Tora,Tora,Sugar Snap,2,10,16,3
18/9/20,The Curse (feat. Mac DeMarco) by Yellow Days,Yellow Days,The Curse (feat. Mac DeMarco),2,10,16,13
15/9/20,The Festival (feat. Little Dragon) by Mac Miller,Mac Miller,The Festival (feat. Little Dragon),2,10,16,3
16/9/20,The Night Before The Funeral by The Mary Onettes,The Mary Onettes,The Night Before The Funeral,2,10,16,5
18/9/20,Think About You by JoJo,JoJo,Think About You,2,10,16,16
17/9/20,Time Moves Slow by BADBADNOTGOOD,BADBADNOTGOOD,Time Moves Slow,2,10,16,3
18/9/20,Timelapse Tulip by jerkcurb,jerkcurb,Timelapse Tulip,2,10,16,12
15/9/20,Trajectory by FELIVAND,FELIVAND,Trajectory,2,10,16,3
18/9/20,Wait by Sabrina Claudio,Sabrina Claudio,Wait,2,10,16,3
18/9/20,What Am I? by Mahalia,Mahalia,What Am I?,2,10,16,3
15/9/20,What Ever Happened? by The Strokes,The Strokes,What Ever Happened?,2,10,16,3
15/9/20,What Once Was by Her's,Her's,What Once Was,2,10,16,3
18/9/20,White Jeans by SALES,SALES,White Jeans,2,10,16,6
18/9/20,Whoa by Snoh Aalegra,Snoh Aalegra,Whoa,2,10,16,19
25/9/20,(Don't Let the Dragon) Draag On by King Krule,King Krule,(Don't Let the Dragon) Draag On,2,11,17,3
23/9/20,1999 WILDFIRE by BROCKHAMPTON,BROCKHAMPTON,1999 WILDFIRE,2,11,17,3
25/9/20,Afterthought by Joji,Joji,Afterthought,2,11,17,4
23/9/20,air con eden by jerkcurb,jerkcurb,air con eden,2,11,17,5
25/9/20,All I Want by Moon Monsoon,Moon Monsoon,All I Want,2,11,17,4
25/9/20,Ammi Ammi by Archy Marshall,Archy Marshall,Ammi Ammi,2,11,17,5
25/9/20,Anything by SZA,SZA,Anything,2,11,17,4
24/9/20,Aquarena Springs by jerkcurb,jerkcurb,Aquarena Springs,2,11,17,7
24/9/20,ARE YOU OK? by Daniel Caesar,Daniel Caesar,ARE YOU OK?,2,11,17,6
25/9/20,Be Mine by Amandla Stenberg,Amandla Stenberg,Be Mine,2,11,17,3
24/9/20,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra) by Free Nationals,Free Nationals,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),2,11,17,3
22/9/20,Belong to You by Sabrina Claudio,Sabrina Claudio,Belong to You,2,11,17,4
24/9/20,Bloom by Raveena,Raveena,Bloom,2,11,17,4
22/9/20,Blue Lights by Jorja Smith,Jorja Smith,Blue Lights,2,11,17,6
25/9/20,Body by Syd,Syd,Body,2,11,17,7
25/9/20,Broken Clocks by SZA,SZA,Broken Clocks,2,11,17,4
20/9/20,Buzzin by Alina Baraz,Alina Baraz,Buzzin,2,11,17,3
24/9/20,Call Me Up by HOMESHAKE,HOMESHAKE,Call Me Up,2,11,17,3
25/9/20,Cherry Blossom by Raury,Raury,Cherry Blossom,2,11,17,3
20/9/20,Child's Play (feat. Chance the Rapper) by SZA,SZA,Child's Play (feat. Chance the Rapper),2,11,17,4
20/9/20,Closer (Ode 2 U) by Ravyn Lenae,Ravyn Lenae,Closer (Ode 2 U),2,11,17,3
25/9/20,Come Here by Sabrina Claudio,Sabrina Claudio,Come Here,2,11,17,5
25/9/20,Computer Luv (feat. Steve Lacy) by Ravyn Lenae,Ravyn Lenae,Computer Luv (feat. Steve Lacy),2,11,17,3
24/9/20,Czech One by King Krule,King Krule,Czech One,2,11,17,3
25/9/20,Devils Catflap by jerkcurb,jerkcurb,Devils Catflap,2,11,17,9
24/9/20,DYING 4 YOUR LOVE by Snoh Aalegra,Snoh Aalegra,DYING 4 YOUR LOVE,2,11,17,11
24/9/20,Easy Easy by King Krule,King Krule,Easy Easy,2,11,17,3
25/9/20,Every Single Thing by HOMESHAKE,HOMESHAKE,Every Single Thing,2,11,17,4
20/9/20,Fallin by Alina Baraz,Alina Baraz,Fallin,2,11,17,5
25/9/20,February 3rd by Jorja Smith,Jorja Smith,February 3rd,2,11,17,17
25/9/20,feel away (feat. James Blake & Mount Kimbie) by slowthai,slowthai,feel away (feat. James Blake & Mount Kimbie),2,11,17,13
20/9/20,FEELS by Snoh Aalegra,Snoh Aalegra,FEELS,2,11,17,3
25/9/20,First Taste by Mild Orange,Mild Orange,First Taste,2,11,17,11
25/9/20,Flirting In Space by Brad stank,Brad stank,Flirting In Space,2,11,17,5
21/9/20,Fool For You by Snoh Aalegra,Snoh Aalegra,Fool For You,2,11,17,4
20/9/20,Free Room (feat. Appleby) by Ravyn Lenae,Ravyn Lenae,Free Room (feat. Appleby),2,11,17,3
19/9/20,Garden (Say It Like Dat) by SZA,SZA,Garden (Say It Like Dat),2,11,17,3
24/9/20,Get You (feat. Kali Uchis) by Daniel Caesar,Daniel Caesar,Get You (feat. Kali Uchis),2,11,17,3
24/9/20,getting it on by SALES,SALES,getting it on,2,11,17,5
23/9/20,Go Gina by SZA,SZA,Go Gina,2,11,17,5
25/9/20,Gold by JoJo,JoJo,Gold,2,11,17,5
25/9/20,Gold Dust by Duster,Duster,Gold Dust,2,11,17,3
24/9/20,Heartbeat by Raveena,Raveena,Heartbeat,2,11,17,7
25/9/20,Hey by Mild Orange,Mild Orange,Hey,2,11,17,3
25/9/20,Hide Out by Mahalia,Mahalia,Hide Out,2,11,17,5
23/9/20,HiiiJack by SZA,SZA,HiiiJack,2,11,17,3
25/9/20,Holding the Gun by Sabrina Claudio,Sabrina Claudio,Holding the Gun,2,11,17,3
25/9/20,Honeymoon by Mahalia,Mahalia,Honeymoon,2,11,17,5
25/9/20,I Want You Around by Snoh Aalegra,Snoh Aalegra,I Want You Around,2,11,17,6
25/9/20,I Won't Mind by Raveena,Raveena,I Won't Mind,2,11,17,4
23/9/20,If Only by Raveena,Raveena,If Only,2,11,17,4
24/9/20,Ivy by Frank Ocean,Frank Ocean,Ivy,2,11,17,6
25/9/20,Khmlwugh by HOMESHAKE,HOMESHAKE,Khmlwugh,2,11,17,3
24/9/20,La Lune by King Krule,King Krule,La Lune,2,11,17,4
25/9/20,Last Breath - EP Version by Ravyn Lenae,Ravyn Lenae,Last Breath - EP Version,2,11,17,4
20/9/20,Lights On by H.E.R.,H.E.R.,Lights On,2,11,17,4
23/9/20,Love Child by Raveena,Raveena,Love Child,2,11,17,3
24/9/20,Love Galore (feat. Travis Scott) by SZA,SZA,Love Galore (feat. Travis Scott),2,11,17,5
22/9/20,Man by JoJo,JoJo,Man,2,11,17,3
23/9/20,Midnight Snack by jerkcurb,jerkcurb,Midnight Snack,2,11,17,6
23/9/20,Mind Fields by No Vacation,No Vacation,Mind Fields,2,11,17,3
25/9/20,Morpheus' Arms by jerkcurb,jerkcurb,Morpheus' Arms,2,11,17,9
23/9/20,Nectar by Raveena,Raveena,Nectar,2,11,17,4
24/9/20,New Apartment by Ari Lennox,Ari Lennox,New Apartment,2,11,17,3
23/9/20,Night Drive by Ari Lennox,Ari Lennox,Night Drive,2,11,17,3
23/9/20,Night on Earth by jerkcurb,jerkcurb,Night on Earth,2,11,17,6
23/9/20,Normal Girl by SZA,SZA,Normal Girl,2,11,17,5
25/9/20,Off and On by SALES,SALES,Off and On,2,11,17,3
24/9/20,Oops (Oh My) [feat. Missy Elliott] by Tweet,Tweet,Oops (Oh My) [feat. Missy Elliott],2,11,17,4
24/9/20,Out Getting Ribs by King Krule,King Krule,Out Getting Ribs,2,11,17,3
24/9/20,Pedigree by Ari Lennox,Ari Lennox,Pedigree,2,11,17,4
24/9/20,"Pressure In My Palms (feat. slowthai, Vince Staples) by Aminé",Aminé,"Pressure In My Palms (feat. slowthai, Vince Staples)",2,11,17,8
25/9/20,Python by Miguel,Miguel,Python,2,11,17,4
25/9/20,Reanimator (feat. Yves Tumor) by Joji,Joji,Reanimator (feat. Yves Tumor),2,11,17,6
25/9/20,Sakura by DeVon Hendryx,DeVon Hendryx,Sakura,2,11,17,6
23/9/20,Salt Water by Raveena,Raveena,Salt Water,2,11,17,3
25/9/20,SHADOWSHOW by jerkcurb,jerkcurb,SHADOWSHOW,2,11,17,7
23/9/20,Shea Butter Baby (with J. Cole) by Ari Lennox,Ari Lennox,Shea Butter Baby (with J. Cole),2,11,17,4
22/9/20,Situationship by Snoh Aalegra,Snoh Aalegra,Situationship,2,11,17,3
24/9/20,So Into You by Tamia,Tamia,So Into You,2,11,17,4
23/9/20,somerton beach by jerkcurb,jerkcurb,somerton beach,2,11,17,6
25/9/20,Speak to Me by Ari Lennox,Ari Lennox,Speak to Me,2,11,17,5
24/9/20,Still Dreaming by Raveena,Raveena,Still Dreaming,2,11,17,7
20/9/20,Stronger by Raveena,Raveena,Stronger,2,11,17,4
25/9/20,Sugar for the Pill by Slowdive,Slowdive,Sugar for the Pill,2,11,17,3
23/9/20,Super Bounce by Duckwrth,Duckwrth,Super Bounce,2,11,17,8
23/9/20,Surprise Me by Mahalia,Mahalia,Surprise Me,2,11,17,6
25/9/20,Sweet Time by Raveena,Raveena,Sweet Time,2,11,17,4
23/9/20,Swell by Archy Marshall,Archy Marshall,Swell,2,11,17,3
24/9/20,The Curse (feat. Mac DeMarco) by Yellow Days,Yellow Days,The Curse (feat. Mac DeMarco),2,11,17,5
22/9/20,The One by Jorja Smith,Jorja Smith,The One,2,11,17,4
